Unnamed: 0,Key,Category,QuestionNumber,matchOrnomatch,Difficulty,verdict,ResponseTime,routineStart,routineStamp,routineEnd,Cat2FeedbackTime
8,1Item7,1,Item7,match,Difficult,CORRECT,33.80552460002946,1676378990.9671323,"14/02/2023, 18:19:50",1676379024.772657,1.1921682999818586
9,1Item8,1,Item8,nomatch,Difficult,INCORRECT,24.836232899979223,1676379024.788124,"14/02/2023, 18:20:24",1676379049.624357,1.1921682999818586
10,1Item9,1,Item9,match,Difficult,INCORRECT,24.863326199993026,1676379049.6388135,"14/02/2023, 18:20:49",1676379074.5021398,1.1921682999818586
11,1Item10,1,Item10,nomatch,Difficult,CORRECT,19.13730789994588,1676379074.5185423,"14/02/2023, 18:21:14",1676379093.6558502,1.1921682999818586
12,2spl1,2,spl1,match,Easy,CORRECT,8.763693799963221,1676379182.7457285,"14/02/2023, 18:23:02",1676379191.5094223,1.1921682999818586
13,2spl2,2,spl2,nomatch,Easy,CORRECT,8.413874900026713,1676379194.9561422,"14/02/2023, 18:23:14",1676379203.370017,1.1921682999818586
14,2Item1,2,Item1,match,Easy,CORRECT,12.62086049997015,1676379205.388752,"14/02/2023, 18:23:25",1676379218.0096126,4.279811499989592
15,2Item2,2,Item2,match,Easy,CORRECT,14.721265500003938,1676379222.3262937,"14/02/2023, 18:23:42",1676379237.0475593,2.9523104000254534
16,2Item3,2,Item3,match,Easy,CORRECT,16.113746299990453,1676379240.0362625,"14/02/2023, 18:24:00",1676379256.150009,1.8524972000159323
17,2Item4,2,Item4,nomatch,Medium,INCORRECT,31.65156210004352,1676379258.0394895,"14/02/2023, 18:24:18",1676379289.6910515,1.5885636999737471
18,2Item5,2,Item5,match,Medium,CORRECT,20.075093300023585,1676379291.3222928,"14/02/2023, 18:24:51",1676379311.397386,1.2884599000099115
19,2Item6,2,Item6,match,Medium,CORRECT,19.126451199990697,1676379312.7168036,"14/02/2023, 18:25:12",1676379331.8432548,1.364149399974849
20,2Item7,2,Item7,match,Difficult,CORRECT,19.712050699978136,1676379333.2503731,"14/02/2023, 18:25:33",1676379352.9624238,1.1921682999818586
21,2Item8,2,Item8,nomatch,Difficult,INCORRECT,10.99125429999549,1676379354.1866963,"14/02/2023, 18:25:54",1676379365.1779506,3.6025859000510536
22,2Item9,2,Item9,nomatch,Difficult,INCORRECT,14.326146000006702,1676379368.8226006,"14/02/2023, 18:26:08",1676379383.1487465,1.5310384999611415
23,2Item10,2,Item10,match,Difficult,CORRECT,22.94019430002664,1676379384.7136495,"14/02/2023, 18:26:24",1676379407.653844,1.396388900000602
24,3spl1,3,spl1,match,Easy,CORRECT,7.968339400016703,1676379473.761823,"14/02/2023, 18:27:53",1676379481.7301624,1.1921682999818586
25,3Item15,3,Item15,nomatch,Difficult,INCORRECT,8.401269399968442,1676379485.8305247,"14/02/2023, 18:28:05",1676379494.231794,1.1921682999818586
26,3Item2,3,Item2,match,Easy,CORRECT,2.9258895000093617,1676379494.251655,"14/02/2023, 18:28:14",1676379497.1775446,1.1921682999818586
27,3Item5,3,Item5,match,Easy,CORRECT,5.886824199988041,1676379497.196273,"14/02/2023, 18:28:17",1676379503.0830972,1.1921682999818586
28,3Item12,3,Item12,match,Medium,CORRECT,10.70271350000985,1676379503.1017165,"14/02/2023, 18:28:23",1676379513.80443,1.1921682999818586
29,3Item6,3,Item6,match,Easy,CORRECT,4.50671180000063,1676379513.8244393,"14/02/2023, 18:28:33",1676379518.331151,1.1921682999818586
30,3Item8,3,Item8,nomatch,Medium,INCORRECT,12.151435199950356,1676379518.3511522,"14/02/2023, 18:28:38",1676379530.5025873,1.1921682999818586
31,3Item7,3,Item7,match,Medium,CORRECT,6.544215900008567,1676379530.522452,"14/02/2023, 18:28:50",1676379537.066668,1.1921682999818586
32,3Item9,3,Item9,nomatch,Medium,INCORRECT,9.733296499995047,1676379537.086692,"14/02/2023, 18:28:57",1676379546.8199885,1.1921682999818586
33,3Item17,3,Item17,match,Difficult,INCORRECT,4.859480799990706,1676379546.8387446,"14/02/2023, 18:29:06",1676379551.6982255,1.1921682999818586
34,3Item19,3,Item19,nomatch,Difficult,SKIP,11.840125099988654,1676379551.7171073,"14/02/2023, 18:29:11",1676379563.5572324,1.1921682999818586
35,3Item11,3,Item11,match,Medium,SKIP,9.612979999976233,1676379563.5741806,"14/02/2023, 18:29:23",1676379573.1871605,1.1921682999818586
36,3Item4,3,Item4,match,Easy,CORRECT,4.412354100029916,1676379573.2074783,"14/02/2023, 18:29:33",1676379577.6198325,1.1921682999818586
37,3Item13,3,Item13,match,Difficult,SKIP,3.86960380000528,1676379577.6399462,"14/02/2023, 18:29:37",1676379581.50955,1.1921682999818586
38,3Item10,3,Item10,match,Medium,INCORRECT,6.289741099986713,1676379581.532455,"14/02/2023, 18:29:41",1676379587.822196,1.1921682999818586
39,3Item14,3,Item14,match,Difficult,CORRECT,12.914571900037116,1676379587.84599,"14/02/2023, 18:29:47",1676379600.760562,1.1921682999818586
40,3Item3,3,Item3,match,Easy,CORRECT,3.95350329997018,1676379600.7879012,"14/02/2023, 18:30:00",1676379604.7414043,1.1921682999818586
41,3Item20,3,Item20,match,Easy,CORRECT,2.0,1676379604.7414043,"14/02/2023, 08:00:04",1676379606.7414043,1.1921682999818586
0,1spl1,1,spl1,match,Easy,CORRECT,32.520809999958146,1676462372.2574875,2023-02-15 17:29:32,1676462404.7782974,0.7162479999824427
1,1spl2,1,spl2,nomatch,Easy,CORRECT,25.91732729994692,1676462404.8972995,2023-02-15 17:30:04,1676462430.814627,0.7162479999824427
2,1Item1,1,Item1,match,Easy,CORRECT,24.26056460000109,1676462430.8346496,2023-02-15 17:30:30,1676462455.095214,0.7162479999824427
3,1Item2,1,Item2,match,Easy,CORRECT,37.41049270000076,1676462455.120078,2023-02-15 17:30:55,1676462492.5305707,0.7162479999824427
4,1Item3,1,Item3,match,Easy,CORRECT,21.785447100002784,1676462492.5556526,2023-02-15 17:31:32,1676462514.3410995,0.7162479999824427
5,1Item4,1,Item4,match,Medium,CORRECT,30.922936199989635,1676462514.3687189,2023-02-15 17:31:54,1676462545.291655,0.7162479999824427
6,1Item5,1,Item5,nomatch,Medium,CORRECT,59.99739019997651,1676462545.3189938,2023-02-15 17:32:25,1676462605.316384,0.7162479999824427
7,1Item6,1,Item6,match,Medium,CORRECT,45.56541250000009,1676462605.3462808,2023-02-15 17:33:25,1676462650.911693,0.7162479999824427
8,1Item7,1,Item7,match,Difficult,CORRECT,30.43985500000417,1676462650.9299831,2023-02-15 17:34:10,1676462681.3698382,0.7162479999824427
9,1Item8,1,Item8,nomatch,Difficult,CORRECT,23.64814840001054,1676462681.3914502,2023-02-15 17:34:41,1676462705.0395985,0.7162479999824427
10,1Item9,1,Item9,match,Difficult,SKIP,5.207665099995211,1676462705.06432,2023-02-15 17:35:05,1676462710.2719853,0.7162479999824427
11,1Item10,1,Item10,nomatch,Difficult,CORRECT,9.141779300000051,1676462710.2915454,2023-02-15 17:35:10,1676462719.4333246,0.7162479999824427
12,2spl1,2,spl1,match,Easy,CORRECT,14.388844200002495,1676462828.8051555,2023-02-15 17:37:08,1676462843.1939998,0.7162479999824427
13,2spl2,2,spl2,nomatch,Easy,CORRECT,12.17703810002422,1676462846.4812443,2023-02-15 17:37:26,1676462858.6582825,0.7162479999824427
14,2Item1,2,Item1,match,Easy,CORRECT,17.540588499978185,1676462860.1174054,2023-02-15 17:37:40,1676462877.657994,1.0071797000127845
15,2Item2,2,Item2,match,Easy,CORRECT,14.514791100053117,1676462878.705558,2023-02-15 17:37:58,1676462893.220349,1.1010836000205018
16,2Item3,2,Item3,match,Easy,CORRECT,13.084242799959611,1676462894.362271,2023-02-15 17:38:14,1676462907.446514,1.2746237000101246
17,2Item4,2,Item4,nomatch,Medium,CORRECT,22.80555049999384,1676462908.7569392,2023-02-15 17:38:28,1676462931.5624895,0.7376704000052996
18,2Item5,2,Item5,match,Medium,CORRECT,27.23643779999111,1676462932.3376656,2023-02-15 17:38:52,1676462959.5741034,0.8814295000047423
19,2Item6,2,Item6,match,Medium,CORRECT,25.490503799985163,1676462960.5011978,2023-02-15 17:39:20,1676462985.9917016,0.7882301000063308
20,2Item7,2,Item7,match,Difficult,CORRECT,39.676370900007896,1676462986.8201735,2023-02-15 17:39:46,1676463026.4965444,0.908961699984502
21,2Item8,2,Item8,nomatch,Difficult,CORRECT,42.04802889999701,1676463027.4428916,2023-02-15 17:40:27,1676463069.4909203,0.7739995999727398
22,2Item9,2,Item9,nomatch,Difficult,CORRECT,18.91106920002494,1676463070.301917,2023-02-15 17:41:10,1676463089.2129862,0.7162479999824427
23,2Item10,2,Item10,match,Difficult,INCORRECT,52.81838459998835,1676463089.964909,2023-02-15 17:41:29,1676463142.7832935,1.63453889999073
24,3spl1,3,spl1,match,Easy,CORRECT,4.954158600012306,1676463224.883502,2023-02-15 17:43:44,1676463229.8376606,0.7162479999824427
25,3spl2,3,spl2,nomatch,Easy,CORRECT,5.339668500004336,1676463229.8617988,2023-02-15 17:43:49,1676463235.2014673,0.7162479999824427
26,3Item15,3,Item15,nomatch,Difficult,CORRECT,8.710425700002816,1676463235.2257073,2023-02-15 17:43:55,1676463243.936133,0.7162479999824427
27,3Item2,3,Item2,match,Easy,CORRECT,6.415568900003564,1676463243.9634514,2023-02-15 17:44:03,1676463250.3790202,0.7162479999824427
